	ComplexName	UniProtIDs	GeneNames
792	Tiam2-PAR-3-aPKC-PAR-6-Rac1-GTP complex	Q9Z340;P97701;Q6B4M5;Q6RUV5;D3ZMS5	Pard3;P97701;Pard6a;Rac1;Tiam2
793	DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	O00764;P06746;P18887;Q969S2;P49916	PDXK;POLB;XRCC1;NEIL2;LIG3
794	DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	O00764;P06746;Q96FI4;P18887;P49916	PDXK;POLB;NEIL1;XRCC1;LIG3
795	BIRC5-AURKB-INCENP-EVI5 complex	O15392;O60447;Q9NQS7;Q96GD4	BIRC5;EVI5;INCENP;AURKB
796	PRNP-ApolopoproteinE3 complex	P04156;Q13791	PRNP;Q13791
797	VAM1-VELI1 complex	Q9NZW5;O14910	MPP6;LIN7A
798	APLG1-Rababtin5 complex	Q15276;O43747	RABEP1;AP1G1
799	SNX complex (SNX1, SNX1a, SNX2, SNX4, LEPR)	O95219;Q13596;P48357;O60749	SNX4;SNX1;LEPR;SNX2
800	PCNA-KU antigen complex	P12956;P12004;P13010	XRCC6;PCNA;XRCC5
801	SNX complex (SNX1, SNX1a, SNX2, SNX4, INSR)	O95219;Q13596;P06213;O60749	SNX4;SNX1;INSR;SNX2
802	Frataxin complex	P31040;P38646;O75964;Q9HD34;Q9Y4W6;Q16595;P10809	SDHA;HSPA9;ATP5MG;LYRM4;AFG3L2;FXN;HSPD1
803	SNX complex (SNX1, SNX1a, SNX2, SNX4, EGFR)	O95219;Q13596;P00533;O60749	SNX4;SNX1;EGFR;SNX2
804	SNX complex (SNX1, SNX1a, SNX2, SNX4, PDGFRA)	O95219;Q13596;P16234;O60749	SNX4;SNX1;PDGFRA;SNX2
805	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	Q14152;O15371;O75821;O75822;Q9Y262;O15372;Q9UBQ5;O00303;Q99613;Q7L2H7;Q13347;P55884;P60228	EIF3A;EIF3D;EIF3G;EIF3J;EIF3L;EIF3H;EIF3K;EIF3F;EIF3C;EIF3M;EIF3I;EIF3B;EIF3E
806	DNA polymerase alpha-primase complex	P49643;Q14181;P09884;P49642	PRIM2;POLA2;POLA1;PRIM1
807	Wave1-Bcl-xl-Pancortin-2 complex, focal ischemic stroke induced	Q61337;O88998;Q8R5H6	Bad;Olfm1;Wasf1
808	SNX complex (SNX1, SNX1a, TFRC)	Q13596;P02786	SNX1;TFRC
809	transcription factor IIIC multisubunit complex	Q9Y5Q9;Q9Y5Q8;Q9UKN8;Q8WUA4;Q12789	GTF3C3;GTF3C5;GTF3C4;GTF3C2;GTF3C1
810	TFIIIC containing-TOP1-SUB1 complex	Q9Y5Q9;P11387;Q9Y5Q8;Q9UKN8;P53999;Q8WUA4;Q12789	GTF3C3;TOP1;GTF3C5;GTF3C4;SUB1;GTF3C2;GTF3C1
811	DNA polymerase alpha	P33611;P33609	Pola2;Pola1
812	DNA synthesome complex (17 subunits)	P49643;P11387;P35251;Q15054;Q9NR33;Q9HCU8;P11388;P49005;P09884;P12004;P27694;P49642;Q07864;Q14181;P28340;P56282;Q9NRF9	PRIM2;TOP1;RFC1;POLD3;POLE4;POLD4;TOP2A;POLD2;POLA1;PCNA;RPA1;PRIM1;POLE;POLA2;POLD1;POLE2;POLE3
813	Psd-Actn1 complex	Q5DTT2;Q7TPR4	Psd;Actn1
814	5S-DNA-TFIIIA-TFIIIC2 subcomplex	Q9Y5Q9;Q9Y5Q8;Q9UKN8;Q8WUA4;Q92664;Q12789	GTF3C3;GTF3C5;GTF3C4;GTF3C2;GTF3A;GTF3C1
815	5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	Q9Y5Q9;Q9Y5Q8;Q9UKN8;Q8WUA4;Q92994;Q92664;Q12789;P20226;A6H8Y1	GTF3C3;GTF3C5;GTF3C4;GTF3C2;BRF1;GTF3A;GTF3C1;TBP;BDP1
816	Cdk5-Cdk5r1 complex	P61809;P49615	Cdk5r1;Cdk5
817	CRM1-Survivin-AuroraB mitotic complex	O15392;Q96GD4;O14980	BIRC5;AURKB;XPO1
818	CRM1-Survivin mitotic complex	O15392;O14980	BIRC5;XPO1
819	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	O15392;Q9NQS7;Q96GD4;Q53HL2	BIRC5;INCENP;AURKB;CDCA8
820	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	O15392;Q9NQS7;Q53HL2	BIRC5;INCENP;CDCA8
821	WNK1-OSR1 complex	O95747;Q9H4A3	OXSR1;WNK1
822	Smcb-Smcd-PW29 complex	Q9CW03;Q61550;Q9CU62	Smc3;Rad21;Smc1a
823	WNK1-SPAK complex	Q9UEW8;Q9H4A3	STK39;WNK1
824	Shps1-Fyb-Skap55r complex	Q3UND0;P97797;O35601	Skap2;Sirpa;Fyb1
825	Shps1-Pyk2 complex	P97797;Q9QVP9	Sirpa;Ptk2b
826	Hip1R-cortactin complex	O75146;Q14247	HIP1R;CTTN
827	RFC2-RIalpha complex	P35250;P30153	RFC2;PPP2R1A
828	RFC2-RIalpha complex	P35249;P30153	RFC4;PPP2R1A
829	ATR-HDAC2 complex	Q13535;Q92769	ATR;HDAC2
830	ATR-HDAC2-CHD4 complex	Q13535;Q92769;Q14839	ATR;HDAC2;CHD4
831	Mss4-Itga3 complex	Q91X96;Q62470	Rabif;Itga3
832	Mss4-Itga7 complex	Q91X96;Q61738	Rabif;Itga7
833	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	Q8WVH0;Q16623;P60880;P63027;O14810	CPLX3;STX1A;SNAP25;VAMP2;CPLX1
834	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	Q8WVH0;Q16623;P60880;P63027;Q7Z7G2	CPLX3;STX1A;SNAP25;VAMP2;CPLX4
835	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	Q8WVH0;Q16623;P60880;Q13277;P63027;O14810;Q7Z7G2	CPLX3;STX1A;SNAP25;STX3;VAMP2;CPLX1;CPLX4
836	Complexin complex (STX3, CPLX1, CPLX3)	O14810;Q13277;Q8WVH0	CPLX1;STX3;CPLX3
837	CF IIAm complex (Cleavage factor IIAm complex)	P19447;P23246;Q01081;Q14444;Q92989;Q07157;P26368;Q92759;O94913;O60231;Q9UKF6;Q16630;P49959;P26599;Q8N684;O43809	ERCC3;SFPQ;U2AF1;CAPRIN1;CLP1;TJP1;U2AF2;GTF2H4;PCF11;DHX16;CPSF3;CPSF6;MRE11;PTBP1;CPSF7;NUDT21
838	SMN complex	P62308;P62304;Q9H840;Q8TEQ6;O14893;Q16637;P57678;Q9NWZ8;Q9UHI6;Q9Y3F4;P62318;P62306;P62314;P14678;P62316;Q8WXD5	SNRPG;SNRPE;GEMIN7;GEMIN5;GEMIN2;SMN1;GEMIN4;GEMIN8;DDX20;STRAP;SNRPD3;SNRPF;SNRPD1;SNRPB;SNRPD2;GEMIN6
839	Cleavage and polyadenylation factor (CPSF)	Q6UN15;Q10570;Q9UKF6;Q9P2I0;O95639	FIP1L1;CPSF1;CPSF3;CPSF2;CPSF4
840	CPSF6-NUDT21 complex	A0A0D9QW47;A0A0D9QYM3	CPSF6;NUDT21
841	Cleavage stimulation factor	Q12996;Q05048;P33240	CSTF3;CSTF1;CSTF2
842	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	Q10570;Q92797;P33240;Q12996;Q05048;Q9UKF6;Q9P2I0	CPSF1;SYMPK;CSTF2;CSTF3;CSTF1;CPSF3;CPSF2
843	snRNP-free U1A (SF-A) complex	P17844;P09012;Q15233;P23246	DDX5;SNRPA;NONO;SFPQ
844	Histone H3.1 complex	P68431;Q8TEX9;Q09028;O14929;Q13111;Q9Y294;Q9NVP2;P62805;P49321;Q13112	H3C1;IPO4;RBBP4;HAT1;CHAF1A;ASF1A;ASF1B;H4-16;NASP;CHAF1B
845	Histone H3.3 complex	P54198;Q8TEX9;Q09028;O14929;Q9Y294;P84243;Q9NVP2;P62805;P49321	HIRA;IPO4;RBBP4;HAT1;ASF1A;H3-3A;ASF1B;H4-16;NASP
846	Sycp1-Syce1-Syce2 complex	Q9D495;Q62209;Q505B8	Syce1;Sycp1;Syce2
847	FA complex (Fanconi anemia complex)	O15287;Q9NPI8;O15360;Q00597;Q9NW38;Q9HB96;Q8IYD8;Q8NB91	FANCG;FANCF;FANCA;FANCC;FANCL;FANCE;FANCM;FANCB
848	Integrator complex	Q9NVH2;Q96HW7;Q9H0H0;Q8N201;Q9UL03;Q5TA45;Q6P9B9;Q75QN2;Q9NV88;Q68E01;Q96CB8;Q9NVR2	INTS7;INTS4;INTS2;INTS1;INTS6;INTS11;INTS5;INTS8;INTS9;INTS3;INTS12;INTS10
849	DSS1 complex	Q9NVH2;Q96HW7;Q9H0H0;Q96PV6;Q9UL03;Q5TA45;Q6P9B9;Q75QN2;Q9NV88;A6NKF1;P60896;P51587;Q9NVR2	INTS7;INTS4;INTS2;LENG8;INTS6;INTS11;INTS5;INTS8;INTS9;SAC3D1;SEM1;BRCA2;INTS10
850	Integrator-RNAPII complex	Q9NVH2;Q96HW7;P24928;Q9H0H0;Q8N201;Q9UL03;Q5TA45;Q6P9B9;Q75QN2;P30876;Q9NV88;Q68E01;Q96CB8;Q9NVR2	INTS7;INTS4;POLR2A;INTS2;INTS1;INTS6;INTS11;INTS5;INTS8;POLR2B;INTS9;INTS3;INTS12;INTS10
851	PS1-E-cadherin-catenin complex, epithelial	Q6RH31;B6V8E6;F1PAA9;E2R9S7	PSEN1;CTNNB1;CDH1;CTNNA1
852	PS1-E-cadherin-catenin complex, brain	P09803;P49769;Q02248;P15116	Cdh1;Psen1;Ctnnb1;Cdh2
853	p33ING1b-p300 complex	Q09472;Q9UK53	EP300;ING1
854	p33ING1b-HDAC1 complex	Q9UK53;Q13547	ING1;HDAC1
855	ING1-p300-PCNA complex	Q09472;P12004;Q9UK53	EP300;PCNA;ING1
856	Smrt-Sin3A-Hdac7 complex	Q60520;Q9WU42;Q8C2B3	Sin3a;Ncor2;Hdac7
857	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	Q13619;Q92466;Q13620;P62877;Q16531	CUL4A;DDB2;CUL4B;RBX1;DDB1
858	ActRIIA-ActRIB-Smad3-Arip1 complex	Q8BUN5;Q9WVQ1;Q61271;P27038	Smad3;Magi2;Acvr1b;Acvr2a
859	RNF20-RNF40-UbE2E1 complex	Q5VTR2;P51965;O75150	RNF20;UBE2E1;RNF40
860	p400-associated complex	Q9Y230;O96019;Q9Y265;Q96L91;P60709;Q9Y4A5	RUVBL2;ACTL6A;RUVBL1;EP400;ACTB;TRRAP
861	Paf complex	Q8WVC0;Q9GZS3;Q6PD62;Q6P1J9;Q8N7H5	LEO1;WDR61;CTR9;CDC73;PAF1
862	SKI complex	Q6PGP7;Q9GZS3;Q15477	TTC37;WDR61;SKIV2L
863	SNARE complex (STX4, VAMP8, VAMP3, SNAP23)	Q12846;Q15836;Q9BV40;O00161	STX4;VAMP3;VAMP8;SNAP23
864	c-MYC-ATPase-helicase complex	Q9Y230;P01106;O96019;Q9Y265;Q9Y4A5	RUVBL2;MYC;ACTL6A;RUVBL1;TRRAP
865	CBC complex (cap binding complex)	P52298;Q09161	NCBP2;NCBP1
866	TIP49-TIP48-BAF53 complex	Q9Y265;Q9Y230;O96019	RUVBL1;RUVBL2;ACTL6A
867	PHAX-CBC complex (cap binding complex)	P52298;Q9H814;Q09161	NCBP2;PHAX;NCBP1
868	TRRAP-BAF53-HAT complex	Q9Y4A5;O96019	TRRAP;ACTL6A
869	CRM1-RAN-PHAX-CBC complex (cap binding complex)	P52298;O14980;Q9H814;P62826;Q09161	NCBP2;XPO1;PHAX;RAN;NCBP1
870	Polycomb repressive complex 4	Q15910;Q96EB6;O75530	EZH2;SIRT1;EED
871	BCOR complex	Q8NHM5;Q06587;Q9BSM1;P63208;Q6W2J9;Q8N488;P11142;Q99496	KDM2B;RING1;PCGF1;SKP1;BCOR;RYBP;HSPA8;RNF2
872	CENP-A NAC-CAD complex	Q9BU64;Q8N0S6;Q96BT3;Q9BS16;Q6IPU0;Q71F23;Q96H22;Q03188;Q9H3R5;Q9NSP4;Q13352;Q8N2Z9;Q7L2Z9	CENPO;CENPL;CENPT;CENPK;CENPP;CENPU;CENPN;CENPC;CENPH;CENPM;ITGB3BP;CENPS;CENPQ
873	Sur2 subcomplex of mediator	Q99K74;Q6PGF3;Q80YQ2	Med24;Med16;Med23
874	C complex spliceosome	Q9BZJ0;P09661;Q9H307;P62316;Q12874;P17844;Q6UX04;Q14562;P31943;Q15428;Q9UBB9;P11940;O75643;Q96DF8;O75533;Q9ULR0;Q86V81;Q15459;Q01081;Q9P013;Q14331;P42285;P62306;P38919;Q92620;P62308;P51991;Q9HCS7;O43290;O43390;Q9BRR8;P08579;P09651;P61326;Q13435;P62314;O43660;Q9UNP9;O60508;Q9NW64;Q9BRX9;Q9Y333;O95926;P22626;Q9BUQ8;Q9UKM9;O95391;Q8WUQ7;Q15029;P52272;P62310;Q9UJV9;Q15393;P61978;Q99459;P07910;O60506;Q96DI7;Q9H5Z1;P52597;Q07955;O60306;O94906;Q9HCG8;Q6NZY4;P14678;Q13573;Q9Y5S9;Q6P2Q9;Q96BP3;Q8IYB3;Q9UMS4;Q9Y3C6;P62304;Q00839;P62318;Q13523;P38159;Q9H2H8;Q9UQ35	CRNKL1;SNRPA1;PNN;SNRPD2;SF3A3;DDX5;CWC27;DHX8;HNRNPH1;SF3A2;TFIP11;PABPC1;SNRNP200;ESS2;SF3B1;ISY1;ALYREF;SF3A1;U2AF1;CWC15;FRG1;MTREX;SNRPF;EIF4A3;DHX38;SNRPG;HNRNPA3;XAB2;SART1;HNRNPR;GPATCH1;SNRPB2;HNRNPA1;MAGOH;SF3B2;SNRPD1;PLRG1;PPIE;CDC40;RBM22;WDR83;LSM2;SYF2;HNRNPA2B1;DDX23;RALY;SLU7;CACTIN;EFTUD2;HNRNPM;LSM3;DDX41;SF3B3;HNRNPK;CDC5L;HNRNPC;SYNCRIP;SNRNP40;DHX35;HNRNPF;SRSF1;AQR;PRPF6;CWC22;ZCCHC8;SNRPB;SNW1;RBM8A;PRPF8;PPWD1;SRRM1;PRPF19;PPIL1;SNRPE;HNRNPU;SNRPD3;PRPF4B;RBMX;PPIL3;SRRM2
875	CDC5L core complex	Q9UMS4;O75934;P11142;Q92616;Q99459;O43660	PRPF19;BCAS2;HSPA8;GCN1;CDC5L;PLRG1
876	CDC5L complex	Q9P013;P15884;O15297;P09012;P09661;Q92616;P62316;P78527;P23246;Q01130;O75934;Q99459;Q14204;P62136;Q8IYB3;Q9UMS4;Q15427;Q13435;O75533;Q07955;P11142;P62318;P62314;O43660;Q12905;A8K8P3;P38159;P11388;Q9UPN6;Q7L1Q6	CWC15;TCF4;PPM1D;SNRPA;SNRPA1;GCN1;SNRPD2;PRKDC;SFPQ;SRSF2;BCAS2;CDC5L;DYNC1H1;PPP1CA;SRRM1;PRPF19;SF3B4;SF3B2;SF3B1;SRSF1;HSPA8;SNRPD3;SNRPD1;PLRG1;ILF2;SFI1;RBMX;TOP2A;SCAF8;BZW1
877	Mediator complex	Q6PGF3;Q62447;Q921D4;Q569Z6;Q99K74;Q5U427;A2AGH6;Q925J9;Q80YQ2	Med16;Ccnc;Med6;Thrap3;Med24;Cdk8;Med12;Med1;Med23
878	EGFR-containing signaling complex	P04626;P00533;O00443;O00750	ERBB2;EGFR;PIK3C2A;PIK3C2B
879	ESCRT-III complex	O43633;Q9BY43;Q96CF2;Q9NZZ3;Q96FZ7;Q9Y3E7;Q9HD42;Q9UQN3;Q9H444;Q7LBR1	CHMP2A;CHMP4A;CHMP4C;CHMP5;CHMP6;CHMP3;CHMP1A;CHMP2B;CHMP4B;CHMP1B
880	ESCRT-II complex	Q96H20;Q9BRG1;Q86VN1	SNF8;VPS25;VPS36
881	DNA double-strand break end-joining complex	P12956;P13010;O60934;P49917;P49959;Q92878;Q13426	XRCC6;XRCC5;NBN;LIG4;MRE11;RAD50;XRCC4
882	NCBP-NIP1 complex	Q96P71;Q09161	NECAB3;NCBP1
883	RNA pol II containing coactivator complex Tat-SF	O00267;P24928;O43719;P50750;P19338	SUPT5H;POLR2A;HTATSF1;CDK9;NCL
884	ESCRT-I complex	Q9UK41;Q99816;A5D8V6	VPS28;TSG101;VPS37C
885	Rap1 complex	P12956;P13010;Q9NYB0;Q15554;P09874;P49959;Q92878	XRCC6;XRCC5;TERF2IP;TERF2;PARP1;MRE11;RAD50
886	E2F-6 complex	Q9H9B1;Q06587;Q8IY57;Q969R5;Q14186;O75712;Q8IWI9;Q9BYE7;Q99496;P61244;O75461;Q96KQ7	EHMT1;RING1;YAF2;L3MBTL2;TFDP1;GJB3;MGA;PCGF6;RNF2;MAX;E2F6;EHMT2
887	Exon junction complex (mRNA splicing-dependent)	Q8IYB3;Q6P2Q9	SRRM1;PRPF8
888	Telomere-associated protein complex	P54274;Q9BSI4;Q9NYB0;Q96AP0;Q15554;Q9NUX5	TERF1;TINF2;TERF2IP;ACD;TERF2;POT1
889	TIN2 complex	Q9NUX5;Q96AP0;Q9BSI4;Q15554	POT1;ACD;TINF2;TERF2
890	Oligosaccharyltransferase complex (Stt3A variant)	Q9H0U3;P46977;P04843;P61803;P39656;P04844	MAGT1;STT3A;RPN1;DAD1;DDOST;RPN2
891	Oligosaccharyltransferase complex (Stt3B variant)	Q9H0U3;P04843;P61803;P39656;Q8TCJ2;Q13454;P04844	MAGT1;RPN1;DAD1;DDOST;STT3B;TUSC3;RPN2
892	TRF1-TIN2 complex	P54274;Q9NUX5;Q96AP0;Q9BSI4	TERF1;POT1;ACD;TINF2
893	TRF1 telomere length regulation complex	P54274;O95271;Q9BSI4	TERF1;TNKS;TINF2
894	Oligosaccharyltransferase OSTC-I	Q05052;E2RQ08;F1PCT7;E2R4X3;P86218;P86229;F1PJP5	DDOST;RPN1;RPN2;DAD1;OSTC;KRTCAP2;STT3A
895	Rap1 complex	P54274;Q9BSI4;Q9NYB0;Q96AP0;Q15554;Q9NUX5;Q92878	TERF1;TINF2;TERF2IP;ACD;TERF2;POT1;RAD50
896	TRF2-Rap1 complex III	Q9NYB0;Q15554	TERF2IP;TERF2
897	TRF-Rap1 complex I, 2MD	P54274;Q9BSI4;Q9NYB0;Q15554;Q9NUX5;O95271	TERF1;TINF2;TERF2IP;TERF2;POT1;TNKS
898	Oligosaccharyltransferase OSTC-II	P60058;P60467;Q05052;E2RQ08;F1PCT7;E2R4X3;P86218;P86229;P38377;F1PJP5	SEC61G;SEC61B;DDOST;RPN1;RPN2;DAD1;OSTC;KRTCAP2;SEC61A1;STT3A
899	Oligosaccharyltransferase OSTC-III	P60467;Q05052;E2RQ08;P16967;F1PCT7;E2R4X3;P86218;P86229;P38377;E2R0K5;F1PJP5	SEC61B;DDOST;RPN1;SSR1;RPN2;DAD1;OSTC;KRTCAP2;SEC61A1;SSR3;STT3A
900	Sec61-Sec62-Sec63 complex	Q3T104;E1B7B1;F1MUP3;Q5EA68;Q2NKT5	SEC61G;SEC63;SEC62;SEC61A1;SEC61B
901	Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)	Q12788;P35869;Q16531;Q13620;P62877;P27540	TBL3;AHR;DDB1;CUL4B;RBX1;ARNT
902	SNARE complex (Stx4, Vamp8, Snap23)	O70404;P70452;O09044	Vamp8;Stx4;Snap23
903	Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)	Q13619;Q8NHY2;Q7L5Y6;P62877;Q16531	CUL4A;COP1;DET1;RBX1;DDB1
904	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	Q13616;Q969H0;P62877;P63208	CUL1;FBXW7;RBX1;SKP1
905	Hspb2-Hspb3 complex	O35878;Q9QZ58	Hspb2;Hspb3
906	WRN-TRF2 complex	Q14191;Q15554	WRN;TERF2
907	BLM-TRF2 complex	Q15554;P54132	TERF2;BLM
908	Tankyrin 1-tankyrin 2-TRF1 complex	P54274;O95271;Q9H2K2	TERF1;TNKS;TNKS2
909	TRF2-Ku complex	P12956;P13010;Q15554	XRCC6;XRCC5;TERF2
910	TFIIA-TRF2 complex	P52655;P52657;Q15554	GTF2A1;GTF2A2;TERF2
911	Irs1-Grb2-Ptpn1 complex	P20417;P35570;P62994	Ptpn1;Irs1;Grb2
912	H2AX complex, isolated from cells without IR exposure	Q08945;P06748;P16104;P11021;Q9Y262;Q9Y5B9;Q8N257;P27797;P05455;O43390;P62158;P62805;P11940	SSRP1;NPM1;H2AX;HSPA5;EIF3L;SUPT16H;H2BU1;CALR;SSB;HNRNPR;CALM1;H4-16;PABPC1
913	Ubiquitin E3 ligase (BMI1, SPOP, CUL3)	Q13618;O43791;P35226	CUL3;SPOP;BMI1
914	Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)	O75367;O43791;Q13618	MACROH2A1;SPOP;CUL3
915	H2AX complex I	Q7L2E3;P06748;P16104;P11021;Q8N257;P27797;P09874	DHX30;NPM1;H2AX;HSPA5;H2BU1;CALR;PARP1
916	H2AX complex II	Q96EY7;P06748;Q99879;P16989;P16104;P11021;Q8N257;P27797;P62805;P33778	PTCD3;NPM1;H2BC14;YBX3;H2AX;HSPA5;H2BU1;CALR;H4-16;H2BC3
917	Epsin-clathrin complex	P18484;O08838;Q05140;P84092;O88339	Ap2a2;Amph;Snap91;Ap2m1;Epn1
918	RACK1-containing mRNP complex	Q9EPH8;P63245;Q6AY21;Q9JIR1	Pabpc1;Rack1;G3bp2;Rimbp2
919	WINAC complex	O14497;P11473;P51532;Q02880;Q96GM5;Q9UIG0;O96019;P51531;Q13111;Q969G3;Q9Y5B9;Q92922;Q12824;Q8TAQ2	ARID1A;VDR;SMARCA4;TOP2B;SMARCD1;BAZ1B;ACTL6A;SMARCA2;CHAF1A;SMARCE1;SUPT16H;SMARCC1;SMARCB1;SMARCC2
920	FIB-associated protein complex	Q99873;Q9H4B7;P22087;Q07021;O14744;Q71U36	PRMT1;TUBB1;FBL;C1QBP;PRMT5;TUBA1A
921	REST-CoREST-mSIN3A complex	Q9UKL0;Q13127;Q96ST3	RCOR1;REST;SIN3A
922	CoREST-HDAC2 complex	Q9UKL0;Q92769	RCOR1;HDAC2
923	SNARE complex (Vamp2, Snap25, Stx1a, Syt1, Cplx1)	P60881;P63045;P21707;P32851;P63041	Snap25;Vamp2;Syt1;Stx1a;Cplx1
924	SNARE complex (Vamp2, Snap25, Stx1a, Syt1, Cplx2)	P60881;P63045;P21707;P84087;P32851	Snap25;Vamp2;Syt1;Cplx2;Stx1a
925	BAF complex	O14497;P51532;Q96GM5;O96019;P51531;Q969G3;Q92922;Q12824;Q8TAQ2	ARID1A;SMARCA4;SMARCD1;ACTL6A;SMARCA2;SMARCE1;SMARCC1;SMARCB1;SMARCC2
926	EBAFb complex	Q92925;P51532;Q96GM5;O96019;Q969G3;Q03111;Q8NFD5;Q92922;Q12824;Q8TAQ2	SMARCD2;SMARCA4;SMARCD1;ACTL6A;SMARCE1;MLLT1;ARID1B;SMARCC1;SMARCB1;SMARCC2
927	SC5bp-7 complex	P98136;G1SGF8;G1SPF9;P48747;P22458;G1SNT3	C8A;C6;C5;C9;VTN;CARD6
928	Esr1-Pit1 complex	P06211;P10037	Esr1;Pou1f1
929	Ubiquitin E3 ligase (SPOP, DAXX, CUL3)	Q9UER7;O43791;Q13618	DAXX;SPOP;CUL3
930	SNARE complex (STX1A, STX1B, SNAP25, RAB3A, SYT1, VAMP2)	Q17QQ3;P63026;P48018;P11023;P32850;P61267	SNAP25;VAMP2;SYT1;RAB3A;STX1A;STX1B
931	Protein phosphatase 4 complex	P60510;Q9NY27	PPP4C;PPP4R2
932	ERdj3-BiP complex	Q99KV1;P20029	Dnajb11;Hspa5
933	SNARE complex (STX1a, STX1b, SNAP25, RAB3a, SYT1, VAMP2, CPLX2)	Q17QQ3;P63026;P48018;P84088;P11023;P32850;P61267	SNAP25;VAMP2;SYT1;CPLX2;RAB3A;STX1A;STX1B
934	Apoptosome	P99999;O14727	CYCS;APAF1
935	RB-E2F1 complex	P06400;Q01094	RB1;E2F1
936	EBAFa complex	O14497;P51532;Q92925;Q96GM5;O96019;Q969G3;Q03111;Q92922;Q12824;Q8TAQ2	ARID1A;SMARCA4;SMARCD2;SMARCD1;ACTL6A;SMARCE1;MLLT1;SMARCC1;SMARCB1;SMARCC2
937	Menin-associated histone methyltransferase complex	Q9C005;O00255;P30876;Q15291;P61964;Q9UMN6;Q9UBL3	DPY30;MEN1;POLR2B;RBBP5;WDR5;KMT2B;ASH2L
938	Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)	Q8IUQ4;O60907;Q9HB71;P63208	SIAH1;TBL1X;CACYBP;SKP1
939	MLL-HCF complex	Q03164;P05546;O00255;Q15291;P61964;P51610;Q9UBL3	KMT2A;SERPIND1;MEN1;RBBP5;WDR5;HCFC1;ASH2L
940	ALL-1 supercomplex	Q92797;Q03164;Q09028;O60264;O95983;Q16576;Q96ST3;O75446;O94776;P49848;P62826;Q15029;Q12873;Q16594;Q92769;P61964;P21675;Q92922;O00422;Q9P2I0;Q15291;Q13547;Q8TAQ2;Q16514;P51531;O60341;P20226;Q12824	SYMPK;KMT2A;RBBP4;SMARCA5;MBD3;RBBP7;SIN3A;SAP30;MTA2;TAF6;RAN;EFTUD2;CHD3;TAF9;HDAC2;WDR5;TAF1;SMARCC1;SAP18;CPSF2;RBBP5;HDAC1;SMARCC2;TAF12;SMARCA2;KDM1A;TBP;SMARCB1
941	Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)	Q8N3Y1;Q92990;P62877;P63208	FBXW8;GLMN;RBX1;SKP1
942	Chromatin assembly complex (CAF-1 complex)	Q13111;Q13112;Q09028	CHAF1A;CHAF1B;RBBP4
943	Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)	Q13616;P62877;Q86XK2;P63208	CUL1;RBX1;FBXO11;SKP1
944	SRm160/300 complex	Q8IYB3;P09661;P08621;Q9UQ35;P62995	SRRM1;SNRPA1;SNRNP70;SRRM2;TRA2B
945	MKK4-ARRB2-ASK1 complex	P45985;Q99683;P32121	MAP2K4;MAP3K5;ARRB2
946	MKK4-ARRB2-JNK3 complex	P45985;P53779;P32121	MAP2K4;MAPK10;ARRB2
947	POSH-MLK3 complex	Q16584;Q7Z6J0	MAP3K11;SH3RF1
948	CRLR-RAMP1 complex	Q16602;O60894	CALCRL;RAMP1
949	Multiprotein complex (mRNA turnover)	Q9H074;O60506;O75534;Q14103;P11940	PAIP1;SYNCRIP;CSDE1;HNRNPD;PABPC1
950	Rab27a-Mlph-Myo5a complex	Q99104;Q91V27;Q9ERI2	Myo5a;Mlph;Rab27a
951	Large Drosha complex	Q01844;O00571;P17844;P31943;Q9BUJ2;P52272;Q92499;Q13148;O43143;Q8WYQ5;Q00839;Q92804;O14979;Q9NRR4;Q12906;P35637;Q12905;Q96SB4;Q92841;Q9UKM9	EWSR1;DDX3X;DDX5;HNRNPH1;HNRNPUL1;HNRNPM;DDX1;TARDBP;DHX15;DGCR8;HNRNPU;TAF15;HNRNPDL;DROSHA;ILF3;FUS;ILF2;SRPK1;DDX17;RALY
952	FOXO3-PCAF complex, oxidative stress stimulated	O43524;Q92831	FOXO3;KAT2B
